ID	CLASS
2CT2	6
2CT7	6
2CU1	2
2CUC	6
2CZH	3
2CZI	3
2CZK	3
2D07	3
2D0T	1
2D0U	1
2D1K	3
2D1Q	1
2D1R	1
2D1S	1
2D1T	1
2D5U	3
2D82	2
2D8U	6
2D9F	5
2D9I	3
2D9Z	2
2DAQ	2
2DAT	3
2DB2	3
2DB3	3
2DBJ	2
2DC6	3
2DC7	3
2DC8	3
2DC9	3
2DCA	3
2DCB	3
2DCC	3
2DCD	3
2DDF	3
2DDK	3
2DFM	2
2DGZ	3
2DHX	2
2DIP	6
2DJA	6
2DJQ	6
2DK3	6
2DK6	2
2DKQ	3
2DKU	2
2DL6	3
2DLE	3
2DLH	3
2DLN	1
2DM0	2
2DM7	2
2DMK	6
2DMV	6
2DN8	6
2DNE	2
2DNJ	3
2DNR	3
2DNT	2
2DO6	6
2DOJ	3
2DOK	3
2DOS	3
2DP4	3
2DP8	3
2DPI	2
2DPJ	2
2DQ5	6
2DQV	3
2DRC	3
2DS9	3
2DSB	3
2DSC	3
2DSD	3
2DSF	3
2DUN	2
2DVC	3
2DW4	1
2DWA	3
2DWH	3
2DWI	3
2DWJ	3
2DX0	3
2DXR	3
2DXY	3
2DYL	2
2DYN	3
2DYX	3
2DZ2	1
2E0A	2
2E0S	3
2E1E	3
2E1F	3
2E1S	3
2E1W	3
2E29	3
2E2B	2
2E2W	6
2E33	3
2E3W	3
2E5A	2
2E5B	2
2E5C	2
2E5D	2
2E5K	3
2E73	2
2E7B	2
2E8O	3
2EA6	6
2EB2	2
2EB3	2
2ECD	2
2ECG	6
2EDF	2
2EDH	2
2EDL	2
2EDQ	2
2EDR	2
2EDT	2
2EDW	2
2EE1	3
2EF1	3
2EGM	6
2EJM	6
2EJR	1
2EJS	6
2EKK	6
2EKO	2
2EKX	2
2ENY	2
2EO1	2
2EOC	2
2EPB	3
2EQI	3
2EQS	3
2ESM	2
2ETK	2
2ETR	2
2EU9	2
2EVA	2
2EWB	3
2EWY	3
2EXC	2
2EXE	2
2EXP	2
2EXQ	2
2EZ5	6
2F0X	3
2F18	3
2F1A	3
2F1B	3
2F2D	5
2F2O	3
2F2P	3
2F2U	2
2F3G	4
2F4J	2
2F4M	3
2F4O	3
2F57	2
2F6Q	5
2F7M	2
2F7O	3
2F7P	3
2F7Q	3
2F7R	3
2F7T	3
2F86	2
2F89	2
2F8A	1
2F8C	2
2F8V	2
2F8Z	2
2F92	2
2F94	2
2F9K	2
2FA7	3
2FAF	4
2FAH	4
2FAP	2
2FAZ	6
2FBD	3
2FBM	2
2FBT	3
2FBV	3
2FBX	3
2FBY	3
2FC0	3
2FCI	3
2FEB	3
2FFU	2
2FFV	2
2FFW	6
2FLL	2
2FLN	2
2FLP	2
2FM0	3
2FM5	3
2FMU	1
2FO0	2
2FOZ	3
2FP0	3
2FP3	3
2FP4	6
2FPG	6
2FPI	6
2FPP	6
2FUC	5
2FUE	5
2FUN	3
2FUS	6
2FV5	3
2FV7	2
2FV9	3
2FVJ	2
2FVZ	3
2FY2	2
2FY3	2
2FY4	2
2FY5	2
2FYC	2
2FYD	2
2FYT	2
2FYV	3
2G19	1
2G1M	1
2G1T	2
2G2F	2
2G2H	2
2G2I	2
2G35	2
2G4D	3
2G4K	3
2G4W	3
2G4X	3
2G59	3
2G64	4
2G6O	1
2G7R	3
2G8Q	3
2G8R	3
2G93	3
2G9F	3
2G9G	3
2G9O	3
2GA7	3
2GAQ	2
2GCG	1
2GEG	1
2GF7	1
2GFA	1
2GFO	3
2GHN	3
2GIV	2
2GJ1	1
2GJK	3
2GJT	3
2GJX	3
2GK1	3
2GK6	3
2GK7	3
2GLQ	3
2GMC	3
2GMD	3
2GOO	2
2GP0	3
2GP3	1
2GP5	1
2GPH	3
2GQG	2
2GQH	2
2GRC	3
2GS2	2
2GS6	2
2GS7	2
2GSF	2
2GTK	2
2GTR	2
2GVD	4
2GVG	2
2GVJ	2
2GVU	3
2GVV	3
2GVW	3
2GVX	3
2GVZ	4
2GW2	5
2GWF	3
2GWO	3
2GXB	3
2H02	3
2H03	3
2H04	3
2H1S	1
2H1X	3
2H2N	3
2H2U	3
2H4I	3
2H4U	3
2H5Z	3
2H60	3
2H62	2
2H63	1
2H64	2
2H6U	3
2H8K	2
2H94	1
2H9V	2
2HA8	2
2HAK	2
2HB6	3
2HBH	2
2HBT	1
2HBU	1
2HC1	3
2HC2	3
2HC4	2
2HC9	3
2HCA	3
2HCD	2
2HCK	2
2HCT	3
2HD1	3
2HD4	3
2HDA	2
2HFP	2
2HI8	3
2HIW	2
2HJW	6
2HK5	2
2HKF	4
2HKO	1
2HKY	3
2HLQ	2
2HLZ	2
2HNL	2
2HPJ	3
2HPL	3
2HPP	3
2HQQ	2
2HQU	3
2HRC	4
2HRE	4
2HTF	2
2HVL	3
2HW1	2
2HW6	2
2HW7	2
2HWW	3
2HWX	3
2HX2	1
2HXM	3
2HYE	6
2HYY	2
2HZ0	2
2HZ4	2
2HZI	2
2HZP	3
2I3R	3
2I3U	3
2I3Y	1
2I47	3
2I4E	3
2I4G	3
2I4H	3
2I5O	2
2I5X	3
2I65	3
2I66	3
2I67	3
2I74	3
2I7D	3
2I7N	2
2I7Q	2
2IAM	5
2IAN	5
2IAO	3
2IAP	3
2IAQ	3
2IAR	3
2IAS	3
2IAT	3
2IAU	3
2IAV	3
2IAW	3
2IAX	3
2IDX	2
2IFD	3
2IFG	2
2IFV	3
2IG7	2
2IGQ	2
2IHS	3
2IHW	2
2II3	2
2II4	2
2II5	2
2IID	1
2ILL	2
2ILM	1
2IN6	2
2IO0	3
2IO1	3
2IO2	3
2IO3	3
2IO6	2
2IPS	1
2IPX	2
2ITN	2
2ITO	2
2ITP	2
2ITQ	2
2ITT	2
2ITU	2
2ITV	2
2ITW	2
2ITX	2
2ITY	2
2ITZ	2
2IUL	3
2IUX	3
2IVS	2
2IVT	2
2IVU	2
2IVV	2
2IW2	3
2IW5	1
2IWG	6
2IWI	2
2IWL	2
2IY0	3
2IY1	3
2IYC	3
2IYD	3
2IYK	3
2J0F	2
2J0I	2
2J0J	2
2J0K	2
2J0L	2
2J0M	2
2J2I	2
2J2S	2
2J3N	1
2J5E	2
2J5F	2
2J5W	1
2J6F	6
2J6M	2
2J88	3
2J8H	2
2J8O	2
2J8Z	1
2J90	2
2J9A	3
2J9F	1
2JAM	2
2JAU	3
2JAV	2
2JAW	3
2JBJ	3
2JBK	3
2JBO	2
2JBP	2
2JC6	2
2JCS	2
2JDI	3
2JDO	2
2JDR	2
2JIS	4
2JIT	2
2JIU	2
2JIV	2
2JIZ	3
2JJ1	3
2JJ2	3
2JJ8	2
2JK2	5
2JK7	6
2JKK	2
2JKM	2
2JKO	2
2JKQ	2
2JKU	6
2JLD	2
2JLP	1
2JM1	3
2JMF	6
2JMO	6
2JMU	3
2JNH	6
2JOA	3
2JRI	3
2JRJ	6
2JRZ	1
2JU4	3
2JUJ	6
2JUN	6
2JV0	2
2JXJ	1
2JYI	2
2K1R	3
2K2D	6
2K3G	2
2K4D	6
2K4P	3
2K7L	3
2K7Z	3
2KCC	6
2KGG	1
2KGI	1
2KHU	2
2KHW	2
2KHX	3
2KIE	3
2KIJ	3
2KIZ	6
2KJE	2
2KK1	2
2KKF	2
2KLZ	3
2KMU	3
2KMV	3
2KMX	3
2KNA	6
2KNE	3
2KNO	3
2KPZ	6
2KQ0	6
2KQF	2
2KR1	6
2KS1	2
2KSO	3
2KTF	2
2KU7	2
2KUP	2
2KUQ	2
2KV2	3
2KWF	2
2KYK	6
2KYL	2
2KYU	2
2L0B	6
2L0F	2
2L0G	2
2L1U	1
2L2D	3
2L3D	1
2L3R	6
2L4Z	3
2L54	3
2L5U	3
2L6F	2
2L6G	2
2L6H	2
2L6K	3
2L75	3
2L80	3
2L84	2
2L85	2
2L9U	2
2LAH	2
2LAJ	6
2LAZ	6
2LB0	6
2LB1	6
2LB2	6
2LBC	3
2LBM	3
2LC3	6
2LCR	2
2LD1	3
2LDR	6
2LFE	6
2LGG	6
2LGK	6
2LGL	6
2LGS	1
2LGV	6
2LJH	3
2LKT	3
2LL6	1
2LM1	1
2LN0	2
2LOZ	3
2LRR	3
2LRU	2
2LSI	2
2LSK	2
2LTO	2
2LTX	6
2LTY	6
2LV3	1
2LV9	2
2LVN	6
2LVO	6
2LVP	6
2LVQ	6
2LWD	3
2LWE	3
2LXH	6
2LXP	6
2LXS	2
2LXT	2
2M0B	2
2M0Z	3
2M10	3
2M20	2
2M2F	3
2M3D	3
2M3O	6
2M59	2
2M65	3
2M76	2
2M9A	6
2M9X	2
2MA5	1
2MA6	6
2MBB	2
2MD1	3
2MD2	3
2MD3	3
2MD4	3
2MDC	2
2MDI	2
2MDJ	2
2MDR	3
2MET	2
2MEU	2
2MF9	5
2MIQ	1
2MK2	3
2MNY	1
2MNZ	1
2MOE	3
2MP2	6
2MSR	2
2NPA	2
2NPT	2
2NPU	2
2NQ3	6
2NQX	1
2NR6	3
2NSE	1
2NSI	1
2NSQ	6
2NT2	3
2NTE	6
2NUI	3
2NUL	2
2NUV	3
2NV7	2
2NVK	1
2NWJ	3
2NYU	2
2NZ6	3
2NZ8	2
2NZI	2
2NZL	1
2O05	2
2O06	2
2O07	2
2O0L	2
2O0U	2
2O1L	3
2O2U	2
2O2V	2
2O3J	1
2O3P	2
2O3Q	3
2O3R	3
2O3S	3
2O3T	3
2O3U	3
2O51	3
2O5G	2
2O5K	2
2O63	2
2O64	2
2O65	2
2O70	4
2O73	4
2O74	4
2O86	1
2O88	2
2O8H	3
2O8J	2
2O9I	2
2OB4	6
2OBJ	2
2OBY	1
2OC2	3
2OC3	3
2OCG	3
2OCI	3
2OCK	3
2OCL	3
2OCP	2
2OCU	3
2ODB	2
2ODY	3
2OH2	2
2OH4	2
2OI0	3
2OI3	2
2OI4	2
2OIE	3
2OIG	3
2OJ2	2
2OJ9	2
2OK1	2
2OKJ	4
2OKN	3
2OKR	2
2ONI	6
2ONL	2
2OO9	6
2OOA	6
2OOB	6
2OOT	3
2OP2	3
2OPM	2
2OPN	2
2OPY	6
2OPZ	6
2OQ6	1
2OQ7	1
2OQB	2
2OQF	3
2OR4	3
2OS2	1
2OT7	1
2OU2	2
2OUN	3
2OUP	3
2OUQ	3
2OUR	3
2OUS	3
2OUU	3
2OUV	3
2OUY	3
2OV2	2
2OVV	3
2OVY	3
2OW3	2
2OW6	3
2OW7	3
2OX0	1
2OXC	3
2OXM	3
2OYT	3
2OZA	2
2OZU	2
2P0C	2
2P0E	2
2P0W	2
2P1S	3
2P2C	3
2P2H	2
2P2I	2
2P33	2
2P3G	2
2P42	3
2P43	3
2P44	3
2P45	3
2P46	3
2P47	3
2P48	3
2P49	3
2P4A	3
2P4R	6
2P4U	3
2P54	2
2P5B	1
2P6N	3
2P6X	3
2PA5	3
2PB7	6
2PE0	2
2PE1	2
2PE2	2
2PF1	3
2PF2	3
2PGJ	3
2PGL	3
2PID	6
2PJY	2
2PLD	3
2PLE	3
2PME	6
2PMF	6
2PMS	3
2PN8	1
2PNC	1
2PNJ	4
2PNO	4
2PNR	2
2PO5	4
2PO7	4
2POI	6
2POP	6
2PQ5	3
2PQ8	2
2PQF	2
2PRG	2
2PSD	1
2PSE	1
2PSF	1
2PSH	1
2PSJ	1
2PSX	3
2PSY	3
2PT3	1
2PUM	1
2PVI	5
2PVV	3
2PVW	3
2PW3	3
2PX1	3
2PXJ	1
2PZY	2
2Q0N	2
2Q32	1
2Q4P	3
2Q50	1
2Q5H	6
2Q5I	6
2Q8C	1
2Q8D	1
2Q8E	1
2Q8F	2
2Q8G	2
2Q8H	2
2Q8I	2
2Q8J	3
2Q8Y	2
2Q9F	1
2Q9G	1
2QBX	2
2QCA	3
2QCJ	3
2QCT	3
2QD1	4
2QD2	4
2QD3	4
2QD4	4
2QD5	4
2QDC	3
2QDM	3
2QDP	3
2QEP	3
2QFB	3
2QFD	3
2QFE	3
2QG6	2
2QGX	6
2QHO	6
2QIS	2
2QJ9	2
2QJA	2
2QJB	2
2QJE	3
2QK9	3
2QKB	3
2QKK	3
2QL5	3
2QL6	2
2QL7	3
2QL9	3
2QLB	3
2QLF	3
2QLJ	3
2QLY	3
2QMJ	3
2QMY	1
2QMZ	1
2QO2	2
2QO7	2
2QO9	2
2QOB	2
2QOC	2
2QOD	2
2QOF	2
2QOI	2
2QOK	2
2QOL	2
2QON	2
2QOO	2
2QOQ	2
2QP3	2
2QP4	2
2QPK	1
2QPL	2
2QPP	1
2QPW	2
2QQ2	3
2QQ5	1
2QQR	1
2QQS	1
2QQT	1
2QR2	1
2QRA	6
2QRB	1
2QRV	2
2QS9	3
2QSY	2
2QSZ	2
2QT0	2
2QT1	2
2QTL	1
2QTY	3
2QTZ	1
2QU5	2
2QU6	2
2QV2	3
2QWN	3
2QWO	3
2QWP	3
2QWQ	3
2QWR	3
2QWX	1
2QX4	1
2QX6	1
2QX8	1
2QX9	1
2QYK	3
2QYL	3
2QYM	3
2QYN	3
2QZ4	3
2QZY	4
2R1Z	6
2R2P	2
2R71	3
2R7B	2
2R9J	3
2R9P	3
2R9S	2
2RAH	2
2RAT	3
2RBA	3
2RBI	5
2RC4	2
2RDT	1
2RDU	1
2RDW	1
2REA	2
2RED	2
2REO	2
2RF0	2
2RF5	2
2RF9	2
2RFD	2
2RFE	2
2RFI	2
2RG3	3
2RGP	2
2RGZ	1
2RII	1
2RKB	4
2RL5	2
2RLN	3
2RMJ	3
2RMX	3
2RNS	3
2RNW	2
2RNX	2
2RNY	2
2RO1	6
2RQ8	2
2RRD	3
2RS6	3
2RS7	3
2RSE	2
2SAR	5
2SLI	4
2SPT	3
2SSP	3
2UAG	1
2UDP	2
2UUH	4
2UUI	4
2UW9	2
2UXN	1
2UXX	1
2UZ9	3
2UZG	3
2UZP	2
2UZQ	3
2V1D	1
2V1X	3
2V1Y	2
2V3S	2
2V4L	2
2V4M	2
2V55	2
2V62	2
2V74	2
2V77	3
2V7A	2
2V7E	2
2V7Q	3
2V9K	5
2VAG	2
2VD5	2
2VD7	1
2VF6	2
2VGB	2
2VGF	2
2VGG	2
2VGI	2
2VGO	2
2VGP	2
2VJ0	3
2VKC	3
2VKI	2
2VN9	2
2VNS	1
2VOM	5
2VP0	2
2VP2	2
2VP4	2
2VP5	2
2VP6	2
2VP9	2
2VPP	2
2VQ3	1
2VQS	2
2VRE	5
2VRX	2
2VSL	6
2VSW	3
2VUX	1
2VWI	2
2VX3	2
2VZE	6
2W0J	2
2W0U	1
2W0X	1
2W2C	2
2W2I	1
2W4J	2
2W4K	2
2W4L	3
2W4M	3
2W4O	2
2W5A	2
2W5B	2
2W5G	3
2W5H	2
2W5I	3
2W5K	3
2W5L	3
2W5M	3
2W5Y	2
2W5Z	2
2W6E	3
2W6F	3
2W6G	3
2W6H	3
2W6I	3
2W6J	3
2W7O	2
2W7P	2
2W7R	2
2W7X	2
2WA3	1
2WA4	1
2WAJ	2
2WD9	6
2WEL	2
2WEY	3
2WFI	5
2WFJ	5
2WJV	3
2WJY	3
2WK5	2
2WK6	2
2WM8	3
2WNT	2
2WO6	2
2WP3	2
2WQM	2
2WQN	2
2WQO	2
2WRT	2
2WSS	3
2WTC	2
2WTD	2
2WTI	2
2WTJ	2
2WU6	2
2WU7	2
2WVI	2
2WWE	2
2WWJ	1
2WWK	2
2WWM	2
2WWR	1
2WWW	3
2WWY	3
2WX3	3
2X0G	2
2X0L	1
2X1W	2
2X1X	2
2X2E	3
2X2F	3
2X2K	2
2X2L	2
2X2M	2
2X2U	2
2X39	2
2X47	3
2X4F	2
2X4Z	2
2X7G	2
2X9E	2
2XAC	2
2XAF	1
2XAG	1
2XAH	1
2XAJ	1
2XAQ	1
2XAS	1
2XB7	2
2XBA	2
2XBB	6
2XBF	6
2XBJ	2
2XCH	2
2XCK	2
2XDP	1
2XEF	3
2XEG	3
2XEI	3
2XEJ	3
2XEU	6
2XH5	2
2XIR	2
2XIX	2
2XIY	2
2XIZ	2
2XJ0	2
2XJ1	2
2XJ2	2
2XK3	2
2XK4	2
2XK6	2
2XK7	2
2XK8	2
2XK9	2
2XKC	2
2XKD	2
2XKE	2
2XKF	2
2XM8	2
2XM9	2
2XML	1
2XND	3
2XNM	2
2XNN	2
2XNO	2
2XNP	2
2XOG	3
2XOI	3
2XP2	2
2XPH	3
2XRC	3
2XRE	3
2XRF	2
2XSW	3
2XUE	1
2XUM	1
2XUU	2
2XXZ	1
2XY9	3
2XYD	3
2XYN	2
2XZE	3
2XZO	3
2XZP	3
2XZS	2
2Y0A	2
2Y0J	3
2Y0M	2
2Y1L	3
2Y1M	6
2Y1N	6
2Y1W	2
2Y1X	2
2Y33	1
2Y34	1
2Y43	6
2Y48	1
2Y4P	2
2Y4V	2
2Y9Q	2
2Y9R	2
2YAK	2
2YBF	6
2YBK	1
2YBP	1
2YBS	1
2YC0	1
2YCF	2
2YCQ	2
2YCR	2
2YCS	2
2YD1	3
2YD6	3
2YD7	3
2YDE	1
2YDM	3
2YF0	3
2YFX	2
2YHV	2
2YIQ	2
2YIR	2
2YIT	2
2YIY	2
2YJR	2
2YJS	2
2YKG	3
2YPD	1
2YPI	2
2YPT	3
2YQP	3
2YRN	3
2YS0	3
2YS2	2
2YS5	2
2YSA	6
2YSF	6
2YSJ	6
2YSL	6
2YSM	2
2YSX	3
2YT2	2
2YTW	3
2YU1	1
2YU2	1
2YU6	3
2YU7	3
2YUK	2
2YUR	6
2YVQ	6
2YVR	6
2YY2	3
2YYN	6
2YZ8	2
2Z2W	2
2Z3Y	1
2Z5U	1
2Z7F	3
2Z7G	3
2Z7Q	2
2Z7R	2
2Z7S	2
2Z84	3
2ZDT	2
2ZDU	2
2ZDX	2
2ZDY	2
2ZEJ	2
2ZFU	2
2ZFY	3
2ZIU	3
2ZIV	3
2ZIW	3
2ZIX	3
2ZJ3	2
2ZJ4	2
2ZKJ	2
2ZM3	2
2ZMB	3
2ZMC	2
2ZMD	2
2ZMF	3
2ZNR	3
2ZNV	3
2ZP3	3
2ZP4	3
2ZP5	3
2ZQQ	4
2ZQR	4
2ZT5	6
2ZT6	6
2ZT7	6
2ZT8	6
2ZV2	2
2ZXF	6
2ZZ0	1
2ZZB	1
2ZZC	1
3A0I	2
3A1A	2
3A1B	2
3A1J	3
3A1R	3
3A2C	2
3A7F	2
3A7G	2
3A7H	2
3A7I	2
3A7J	2
3A7U	2
3A8W	2
3A8X	2
3A99	2
3AAD	2
3AAF	3
3AB6	3
3ABD	2
3ABE	2
3ABT	1
3ABU	1
3AC9	3
3ACA	3
3ACL	1
3AL5	1
3AL6	1
3ANQ	2
3ANR	2
3ANS	3
3ANT	3
3AOX	2
3APC	2
3APD	2
3APF	2
3AQI	4
3ARA	3
3ARN	3
3ASK	6
3ASL	6
3AVR	1
3AVS	1
3AYQ	3
3B29	4
3B2U	2
3B2V	2
3B3F	2
3B3G	2
3B3J	2
3B3L	2
3B43	2
3B76	6
3B7B	2
3B7G	3
3B7K	3
3B7L	2
3B7W	6
3B7X	5
3B7Y	6
3B8K	2
3B8Q	2
3B8R	2
3B92	3
3B95	2
3BAM	5
3BD9	2
3BE2	2
3BEG	2
3BEJ	2
3BEL	2
3BFO	3
3BGP	2
3BGQ	2
3BGV	2
3BGZ	2
3BHB	3
3BHD	3
3BHH	2
3BHX	3
3BHY	2
3BI0	3
3BI1	3
3BI6	2
3BI7	6
3BIZ	2
3BKK	3
3BKL	3
3BLB	3
3BLJ	2
3BM4	3
3BP2	3
3BP4	3
3BP7	3
3BPR	2
3BQ7	2
3BQD	2
3BQR	2
3BRB	2
3BRH	3
3BSU	3
3BUB	3
3BUD	3
3BUI	3
3BUM	6
3BUN	6
3BUP	3
3BUQ	3
3BUX	6
3BVT	3
3BVU	3
3BVV	3
3BVW	3
3BVX	3
3BWF	2
3BXI	1
3BXM	3
3BXN	3
3BYC	3
3BZH	6
3C09	2
3C14	4
3C15	4
3C16	4
3C49	2
3C4E	2
3C4H	2
3C5E	6
3C5K	3
3C5R	6
3C5V	3
3C5W	3
3C7Q	2
3CE0	2
3CEK	2
3CFL	3
3CG7	3
3CGF	2
3CGO	2
3CI8	3
3CJC	3
3CJF	2
3CJG	2
3CJK	3
3CKI	3
3CKW	2
3CKX	2
3CLX	6
3CLZ	6
3CM2	6
3CM5	3
3CM6	3
3CM7	6
3COK	2
3CP6	2
3CP9	2
3CPB	2
3CPC	2
3CQE	2
3CQU	2
3CQW	2
3CR0	2
3CR9	3
3CRB	3
3CRK	2
3CRL	2
3CS9	2
3CSF	2
3CST	2
3CTB	2
3CTT	3
3CV5	3
3CWD	2
3CXW	2
3CY2	2
3CY3	2
3CYH	2
3CYI	1
3CZD	3
3CZN	3
3CZS	3
3D2R	2
3D3P	3
3D42	3
3D44	3
3D4Y	3
3D4Z	3
3D50	3
3D51	3
3D52	3
3D66	3
3D67	3
3D68	3
3D6O	3
3D6P	3
3D6Q	3
3D6S	3
3D6T	2
3D7B	3
3D7C	2
3D7D	3
3D7F	3
3D7G	3
3D7H	3
3D8B	3
3D8C	1
3D8Y	3
3D8Z	3
3D94	2
3D9K	2
3D9L	2
3D9M	2
3D9N	2
3D9O	2
3D9P	2
3D9T	3
3D9V	2
3DA6	2
3DAI	3
3DAK	2
3DAY	6
3DB3	6
3DB4	6
3DBQ	2
3DBS	2
3DC6	1
3DCT	2
3DCU	2
3DCV	2
3DDF	3
3DDG	3
3DDT	6
3DEY	1
3DFC	2
3DFJ	3
3DFL	3
3DFR	3
3DGH	1
3DGK	2
3DGR	2
3DGZ	1
3DH5	3
3DH6	3
3DH9	1
3DHD	2
3DHE	1
3DHF	2
3DI7	3
3DI8	3
3DI9	3
3DIB	3
3DIC	3
3DKJ	2
3DKL	2
3DKM	6
3DLJ	3
3DLM	2
3DLS	2
3DM1	2
3DNI	3
3DPD	2
3DPL	6
3DQS	1
3DQT	1
3DQV	6
3DR1	2
3DT6	3
3DT8	3
3DT9	3
3DTC	2
3DTW	2
3DU8	2
3DWB	3
3DWF	1
3DWH	6
3DWY	2
3DX0	3
3DX1	3
3DX2	3
3DX3	3
3DX4	3
3DXG	3
3DXH	3
3DXT	1
3DXU	1
3DY8	3
3DYD	2
3DYL	3
3DYN	3
3DYQ	3
3DYS	3
3DZF	3
3DZG	3
3DZH	3
3DZI	3
3DZJ	3
3DZK	3
3DZQ	2
3E0L	3
3E0N	3
3E0P	3
3E16	3
3E1X	3
3E2T	1
3E7E	2
3E7G	1
3E7S	1
3E87	2
3E88	2
3E8D	2
3E8R	3
3E9K	3
3E9X	3
3ECM	3
3ECN	3
3EDG	3
3EDH	3
3EDR	3
3EDZ	3
3EFL	2
3EG0	2
3EG1	2
3EG2	2
3EG3	2
3EG6	2
3EGI	2
3EGU	2
3EH9	2
3EHA	2
3EHW	3
3EJ8	1
3EJP	3
3EJQ	3
3EJR	3
3EJS	3
3EJT	3
3EJU	3
3EMG	2
3EMH	2
3EMW	3
3ENE	2
3EPG	2
3EPI	2
3EPP	2
3EQ6	6
3ERI	1
3ET1	2
3ET3	2
3ETD	1
3ETE	1
3ETG	1
3EU9	2
3EUE	2
3EUF	2
3EUX	3
3EUY	3
3EUZ	3
3EV0	3
3EV1	3
3EV2	3
3EV3	3
3EV4	3
3EV5	3
3EV6	3
3EVU	2
3EVV	2
3EWH	2
3EWJ	3
3EY6	5
3EYG	2
3EYH	2
3EYL	6
3F21	3
3F22	3
3F23	3
3F2A	2
3F2O	3
3F2R	2
3F3Y	2
3F5F	2
3F5G	2
3F5O	3
3F5P	2
3F5U	2
3F6Y	3
3F7Z	2
3F88	2
3F9M	2
3F9P	1
3F9W	2
3F9X	2
3F9Y	2
3F9Z	2
3FA2	6
3FAP	2
3FAU	3
3FCF	3
3FCI	3
3FCK	3
3FCL	3
3FE2	3
3FE4	4
3FE5	1
3FEG	2
3FEI	2
3FEJ	2
3FF6	6
3FGU	2
3FHB	2
3FI2	2
3FI3	2
3FJU	3
3FKZ	3
3FL0	3
3FL1	3
3FL2	6
3FL3	3
3FLG	2
3FO5	3
3FPD	2
3FPM	2
3FPQ	2
3FQE	2
3FQH	2
3FQS	2
3FQT	3
3FQU	3
3FR0	2
3FRG	3
3FSH	6
3FUC	2
3FUR	2
3FV8	2
3FVF	3
3FVY	3
3FW1	1
3FXV	2
3FXX	2
3FY2	2
3FYJ	2
3FYK	2
3G07	2
3G15	2
3G1N	6
3G2F	2
3G3N	3
3G42	3
3G45	3
3G49	1
3G4G	3
3G4I	3
3G4K	3
3G4L	3
3G58	3
3G5K	3
3G5M	1
3G5P	3
3G5V	2
3G5Y	2
3G65	3
3G6V	2
3G6X	2
3G6Y	2
3G76	6
3G82	4
3G8I	2
3G90	2
3G9E	2
3G9L	2
3G9N	2
3GAM	1
3GB2	2
3GC1	1
3GCJ	1
3GCK	1
3GCL	1
3GDH	2
3GEY	2
3GFW	2
3GG3	2
3GGF	2
3GGR	3
3GHM	3
3GHN	3
3GID	6
3GL6	1
3GLK	6
3GLS	3
3GOI	2
3GOK	2
3GOP	2
3GOY	2
3GP2	2
3GPC	6
3GT8	2
3GTU	2
3GU4	2
3GU5	2
3GU6	2
3GU7	2
3GU8	2
3GUB	2
3GV4	3
3GV5	2
3GV7	2
3GV8	2
3GVP	3
3GVU	2
3GWT	3
3GXN	3
3GXP	3
3GXT	3
3GYL	3
3GYM	3
3GYT	2
3GYU	2
3H0A	2
3H11	3
3H1D	6
3H1P	3
3H1V	2
3H1Z	2
3H2X	3
3H40	2
3H4B	2
3H4D	2
3H53	3
3H54	3
3H55	3
3H60	3
3H61	3
3H62	3
3H63	3
3H64	3
3H66	3
3H67	3
3H68	3
3H69	3
3H85	2
3H8K	6
3H8Q	1
3H9F	2
3H9O	2
3H9R	2
3HB4	1
3HB5	1
3HBG	1
3HBP	1
3HBQ	1
3HC5	2
3HC6	2
3HC8	3
3HCK	2
3HCN	4
3HCO	4
3HCP	4
3HCR	4
3HDZ	3
3HF1	1
3HFW	3
3HG2	3
3HG3	3
3HG4	3
3HG5	3
3HI7	1
3HIG	1
3HII	1
3HJU	3
3HKK	4
3HKV	2
3HL2	2
3HL5	6
3HLH	3
3HLI	3
3HLK	3
3HM8	2
3HMI	2
3HMN	2
3HMO	2
3HMP	2
3HMV	3
3HNA	2
3HNG	2
3HOS	3
3HOT	3
3HQC	3
3HQR	1
3HQU	1
3HQW	3
3HQY	3
3HQZ	3
3HR1	3
3HR4	1
3HRC	2
3HRF	2
3HS5	1
3HS6	1
3HS7	1
3HVL	2
3HXT	6
3HY2	1
3HY3	6
3HY4	6
3HY6	6
3I1C	3
3I1Y	3
3I28	3
3I2B	4
3I2T	2
3I4B	2
3I4U	3
3I67	3
3I6F	3
3I6H	3
3I6J	3
3I6N	1
3I6U	2
3I6W	2
3I7W	3
3I7X	3
3I7Y	3
3I81	2
3I8V	3
3I9J	3
3I9K	3
3I9L	3
3I9M	3
3I9N	3
3I9O	3
3IAD	3
3IAI	4
3IAK	3
3IAZ	3
3IB0	3
3IB1	3
3IB2	3
3IBC	3
3IBE	2
3IBF	3
3IBJ	3
3ID8	2
3IDH	2
3IEP	1
3IER	1
3IES	1
3IGU	3
3IHJ	2
3IHO	3
3IHY	2
3II6	6
3IKA	2
3IKM	2
3IMX	2
3IN5	2
3ION	2
3IOP	2
3IPQ	2
3IPS	2
3IPU	2
3IR3	4
3IRQ	3
3IRR	3
3ITM	3
3ITU	3
3IWU	3
3IWV	3
3IWW	3
3JPV	2
3JRW	6
3JRX	6
3JSI	3
3JSW	3
3JU5	2
3JU6	2
3JVZ	6
3JW0	6
3JW1	3
3JW8	3
3JWE	3
3JWW	1
3JWX	1
3JWY	1
3JWZ	1
3JXF	3
3JXW	2
3JY0	2
3JYA	2
